SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,NPOPCHG_2020,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,BIRTHS2020,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,DEATHS2020,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,NATURALINC2020,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,INTERNATIONALMIG2020,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,DOMESTICMIG2020,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,NETMIG2020,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RESIDUAL2020,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RBIRTH2020,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RDEATH2020,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RNATURALINC2020,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RINTERNATIONALMIG2020,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RDOMESTICMIG2020,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,RNETMIG2020
40,4,8,16,Idaho,1567582,1567658,1570819,1584272,1595910,1612053,1632248,1652495,1684036,1719745,1752074,1789060,1826913,3161,13453,11638,16143,20195,20247,31541,35709,32329,36986,37853,5973,22973,22365,22713,22440,23029,22601,22463,21636,21584,21656,2582,11882,11897,12297,12533,12889,13278,13683,14231,13755,14637,3391,11091,10468,10416,9907,10140,9323,8780,7405,7829,7019,187,1813,1756,2039,1589,3294,3618,1822,463,758,678,-381,524,-721,3535,8470,6771,18550,25035,24401,28466,30283,-194,2337,1035,5574,10059,10065,22168,26857,24864,29224,30961,-36,25,135,153,229,42,50,72,60,-67,-127,14.56249598,14.06523275,14.16038776,13.83348832,14.02179714,13.54760378,13.19885151,12.46378339,12.19044521,11.97796554,7.531953912,7.481961724,7.666547276,7.72616351,7.847798138,7.959164773,8.039882707,8.198008018,7.768697824,8.09574629,7.030542067,6.58327102,6.493840484,6.107324814,6.173999001,5.588439011,5.158968806,4.265775376,4.421747384,3.882219253,1.149253698,1.104339311,1.271211669,0.979563857,2.005636362,2.168719547,1.070574164,0.266718974,0.428111447,0.3750028,0.332161576,-0.453433168,2.203890756,5.22146373,4.122696966,11.11933322,14.71011208,14.05660837,16.07733568,16.74957197,1.481415275,0.650906143,3.475102425,6.201027587,6.128333328,13.28805277,15.78068624,14.32332734,16.50544713,17.12457477
40,2,3,17,Illinois,12830632,12831572,12840545,12867783,12883029,12895778,12885092,12859585,12821709,12779893,12724685,12667017,12587530,8973,27238,15246,12749,-10686,-25507,-37876,-41816,-55208,-57668,-79487,41839,162419,160154,157503,157501,159256,156747,151354,148028,142527,140833,24075,101615,101312,104308,102684,107563,106154,108768,110595,109472,118232,17764,60804,58842,53195,54817,51693,50593,42586,37433,33055,22601,4946,30893,27408,27738,28923,30358,24566,30046,20899,13235,11164,-13373,-64513,-70921,-68005,-94884,-107883,-113193,-114690,-113775,-104056,-113205,-8427,-33620,-43513,-40267,-65961,-77525,-88627,-84644,-92876,-90821,-102041,-364,54,-83,-179,458,325,158,242,235,98,-47,12.6355164,12.43875339,12.21957246,12.21843949,12.37195557,12.20709517,11.82379134,11.60795525,11.22626597,11.15308067,7.905220441,7.868645074,8.09253896,7.965906504,8.356135134,8.267028912,8.496968276,8.672560667,8.622659481,9.363224769,4.730295957,4.570108314,4.127033497,4.252532983,4.015820435,3.94006626,3.326823064,2.935394579,2.603606485,1.789855902,2.403345717,2.128709572,2.152000285,2.243756708,2.358390435,1.913143473,2.347196867,1.638843034,1.042466551,0.884118017,-5.018840587,-5.508253487,-5.276039345,-7.360806676,-8.380994642,-8.815210012,-8.959595575,-8.921927663,-8.196063423,-8.965118242,-2.61549487,-3.379543915,-3.12403906,-5.117049968,-6.022604207,-6.902066539,-6.612398708,-7.283084629,-7.153596872,-8.081000225
40,2,3,18,Indiana,6483802,6484050,6490555,6517250,6538989,6570575,6596019,6611442,6637898,6662068,6698481,6731010,6754953,6505,26695,21739,31586,25444,15423,26456,24170,36413,32529,23943,20965,83476,83053,83369,83528,84205,83540,82219,82548,81204,80976,13851,57903,58608,60700,59828,62900,62133,65299,65706,63772,67236,7114,25573,24445,22669,23700,21305,21407,16920,16842,17432,13740,2493,9401,11135,9194,10133,8389,13904,9312,15414,10913,8743,-3053,-8217,-13573,73,-7683,-13954,-8704,-1882,4297,4163,1323,-560,1184,-2438,9267,2450,-5565,5200,7430,19711,15076,10066,-49,-62,-268,-350,-706,-317,-151,-180,-140,21,137,12.83475575,12.72234677,12.7188059,12.68786749,12.75112605,12.61043946,12.36379101,12.35697725,12.09338463,12.00893106,8.902808737,8.977776831,9.260414763,9.087847624,9.524919286,9.37903322,9.819423599,9.835823363,9.497307083,9.97125678,3.931947012,3.744569933,3.458391141,3.600019869,3.226206763,3.231406244,2.544367407,2.521153884,2.596077543,2.037674284,1.445439872,1.705697943,1.402640088,1.539198368,1.270342574,2.098821526,1.400304332,2.307390213,1.625229132,1.296607443,-1.263395323,-2.079159243,0.011136907,-1.167044416,-2.113048072,-1.313876767,-0.283008242,0.643237041,0.619978821,0.196204009,0.182044549,-0.373461301,1.413776995,0.372153953,-0.842705498,0.78494476,1.117296089,2.950627253,2.245207953,1.492811451
40,2,4,19,Iowa,3046355,3046877,3050819,3066772,3076844,3093935,3110643,3122541,3133210,3143734,3149900,3159596,3163561,3942,15953,10072,17091,16708,11898,10669,10524,6166,9696,3965,9973,37837,38459,38804,39457,39694,39427,38790,38304,37380,37068,6886,28191,28054,29151,28883,29748,29162,30579,30393,29055,30857,3087,9646,10405,9653,10574,9946,10265,8211,7911,8325,6211,1513,6447,4314,7202,7093,5701,6003,6196,3089,6921,5511,-555,-127,-4637,196,-869,-3653,-5564,-3850,-4825,-5566,-7799,958,6320,-323,7398,6224,2048,439,2346,-1736,1355,-2288,-103,-13,-10,40,-90,-96,-35,-33,-9,16,42,12.36990181,12.51998823,12.57669413,12.71867321,12.73634791,12.60504135,12.35951763,12.17229982,11.84880694,11.72452305,9.216372915,9.132732254,9.448077787,9.310222226,9.545041507,9.323261108,9.743276346,9.658330942,9.209927386,9.759998052,3.153528897,3.387255974,3.128616338,3.408450986,3.191306401,3.281780237,2.616241279,2.513968877,2.638879556,1.964524999,2.107692391,1.404384649,2.33422717,2.286376285,1.829241685,1.919194034,1.974209106,0.981626831,2.193836085,1.743116611,-0.041519611,-1.50953445,0.063525205,-0.280115747,-1.172113642,-1.77884318,-1.226711597,-1.53329539,-1.764324757,-2.466805743,2.066172779,-0.105149801,2.397752375,2.006260539,0.657128042,0.140350855,0.747497508,-0.551668559,0.429511327,-0.723689132
40,2,4,20,Kansas,2853118,2853120,2858266,2869677,2886024,2894306,2901861,2910717,2912977,2910892,2912748,2912635,2913805,5146,11411,16347,8282,7555,8856,2260,-2085,1856,-113,1170,9994,40118,39553,39703,39285,39003,38769,37219,36459,35805,35467,5995,25171,24977,25595,25474,26527,26238,27012,27688,25737,27169,3999,14947,14576,14108,13811,12476,12531,10207,8771,10068,8298,998,5133,6323,6080,6873,9413,7913,2531,4307,3016,2483,209,-8667,-4628,-11912,-13108,-12934,-18179,-14784,-11194,-13226,-9663,1207,-3534,1695,-5832,-6235,-3521,-10266,-12253,-6887,-10210,-7180,-60,-2,76,6,-21,-99,-5,-39,-28,29,52,14.00782096,13.7439384,13.73727798,13.55551005,13.42020701,13.31422977,12.7815375,12.52103495,12.29275397,12.17450107,8.788844442,8.679047087,8.855895771,8.789946874,9.127447408,9.010775635,9.276307554,9.508829529,8.836157211,9.326106508,5.218976516,5.064891314,4.881382205,4.765563173,4.292759598,4.303454131,3.505229943,3.012205425,3.456596759,2.84839456,1.792266438,2.197125945,2.103686122,2.371567279,3.238838257,2.717519155,0.869181639,1.479143628,1.035468398,0.852321486,-3.026217265,-1.60814469,-4.121563994,-4.522989072,-4.450348881,-6.243116482,-5.077037275,-3.844331037,-4.540817316,-3.316948257,-1.233950827,0.588981255,-2.017877872,-2.151421793,-1.211510624,-3.525597327,-4.207855637,-2.365187409,-3.505348919,-2.46462677
40,3,6,21,Kentucky,4339367,4339330,4348464,4370817,4387865,4406906,4416992,4429126,4440306,4455590,4464273,4472345,4477251,9134,22353,17048,19041,10086,12134,11180,15284,8683,8072,4906,13677,55322,55282,56040,55745,55928,55919,54605,54653,53499,52831,10554,42513,42856,44420,43641,46308,46715,48536,48420,47227,49879,3123,12809,12426,11620,12104,9620,9204,6069,6233,6272,2952,1630,5548,8316,9326,5447,7900,7550,6464,1490,2538,2210,4189,4019,-3545,-1824,-7146,-5233,-5453,2864,1025,-750,-308,5819,9567,4771,7502,-1699,2667,2097,9328,2515,1788,1902,192,-23,-149,-81,-319,-153,-121,-113,-65,12,52,12.68957842,12.62336046,12.74393614,12.63500553,12.64464254,12.60937566,12.27644748,12.25422408,11.97298575,11.80634299,9.751492124,9.785947246,10.10145688,9.891546797,10.46967721,10.53393273,10.91199807,10.85666899,10.56932276,11.14664841,2.938086294,2.837413209,2.642479264,2.74345873,2.174965335,2.075442937,1.364449405,1.397555097,1.403662996,0.659694583,1.272581994,1.898915841,2.120805647,1.23460176,1.786094194,1.702476551,1.4532544,0.334085849,0.568000109,0.493877042,0.921865002,-0.809482523,-0.414791926,-1.61969234,-1.183117838,-1.229616508,0.64389242,0.229824158,-0.167848732,-0.068829923,2.194446996,1.089433319,1.706013721,-0.38509058,0.602976356,0.472860043,2.097146819,0.563910006,0.400151377,0.425047119
40,3,7,22,Louisiana,4533372,4533500,4544635,4576244,4602067,4626040,4645938,4666998,4681346,4673673,4664450,4658285,4645318,11135,31609,25823,23973,19898,21060,14348,-7673,-9223,-6165,-12967,14557,62310,62274,62527,64216,64400,64479,61865,60751,58469,57616,9178,40770,40729,43787,43590,43973,43683,45010,46530,46136,50108,5379,21540,21545,18740,20626,20427,20796,16855,14221,12333,7508,1320,7235,4649,6562,5096,6523,6770,3724,3747,6070,4928,4082,2715,-601,-1622,-5808,-5845,-13134,-28265,-27183,-24591,-25334,5402,9950,4048,4940,-712,678,-6364,-24541,-23436,-18521,-20406,354,119,230,293,-16,-45,-84,13,-8,23,-69,13.66315681,13.56981693,13.55142501,13.85162907,13.83022497,13.79474268,13.22605545,13.01139426,12.54331481,12.38573916,8.939927829,8.875053373,9.489920305,9.402524467,9.443423642,9.345612442,9.622642135,9.965600153,9.897524707,10.7717408,4.723228978,4.694763557,4.061504705,4.449104603,4.386801327,4.449130242,3.603413312,3.045794107,2.645790103,1.613998362,1.586469901,1.013040417,1.422176834,1.099226077,1.400847166,1.448384869,0.796150174,0.802516737,1.302192972,1.059374524,0.595337357,-0.130960914,-0.351534719,-1.252807114,-1.255243244,-2.809909434,-6.042745611,-5.821940876,-5.275490508,-5.446062133,2.181807258,0.882079502,1.070642115,-0.153581037,0.145603921,-1.361524565,-5.246595437,-5.019424139,-3.973297536,-4.386687609
40,1,1,23,Maine,1328361,1328354,1327651,1328473,1328094,1328543,1331217,1329098,1332348,1335743,1340123,1345770,1350141,-703,822,-379,449,2674,-2119,3250,3395,4380,5647,4371,3448,12628,12796,12866,12705,12644,12704,12396,12265,12390,12209,3102,13024,12753,13405,13348,14174,14173,14552,14577,14692,15562,346,-396,43,-539,-643,-1530,-1469,-2156,-2312,-2302,-3353,322,1265,656,1910,3172,770,2118,774,1024,2057,1605,-1312,-5,-874,-780,310,-1267,2657,4829,5701,5899,6114,-990,1260,-218,1130,3482,-497,4775,5603,6725,7956,7719,-59,-42,-204,-142,-165,-92,-56,-52,-33,-7,5,9.508592219,9.633485623,9.685929993,9.553493548,9.505641249,9.546690032,9.292036891,9.167125708,9.225981824,9.057420664,9.806771069,9.601113015,10.09170617,10.03699582,10.65588098,10.65060122,10.90817367,10.89516441,10.94012308,11.5448915,-0.29817885,0.032372607,-0.405776175,-0.483502271,-1.150239727,-1.103911182,-1.616136781,-1.728038698,-1.714141256,-2.48747084,0.952515771,0.493870473,1.437908152,2.38517761,0.578878817,1.591615986,0.580190106,0.7653597,1.531706587,1.190692126,-0.003764884,-0.657992063,-0.587208565,0.233103739,-0.952518781,1.996658959,3.619816566,4.261050441,4.392580047,4.535758043,0.948750887,-0.16412159,0.850699588,2.618281349,-0.373639964,3.588274945,4.200006671,5.026410142,5.924286634,5.726450168
40,3,5,24,Maryland,5773552,5773787,5788784,5840241,5888375,5925197,5960064,5988528,6007014,6028186,6042153,6054954,6055802,14997,51457,48134,36822,34867,28464,18486,21172,13967,12801,848,18458,73558,72718,72369,72748,74145,73498,71770,71695,70804,69753,10610,43695,43469,45725,44768,47190,47256,49829,50070,51671,55635,7848,29863,29249,26644,27980,26955,26242,21941,21625,19133,14118,6709,21160,26172,21774,23752,27935,22015,23450,16629,16757,13078,851,520,-6488,-11004,-16296,-26121,-29699,-24085,-24238,-23055,-26379,7560,21680,19684,10770,7456,1814,-7684,-635,-7609,-6298,-13301,-411,-86,-799,-592,-569,-305,-72,-134,-49,-34,31,12.65075963,12.40009904,12.25184051,12.24171686,12.4106673,12.25421911,11.92668173,11.87953379,11.70593928,11.51918179,7.51481745,7.412468786,7.741096427,7.533364223,7.898838625,7.878927021,8.280543738,8.296370135,8.54270364,9.187700586,5.135942179,4.987630254,4.510744083,4.70835264,4.511828674,4.375292088,3.646137995,3.583163654,3.16323564,2.331481206,3.639170094,4.462930665,3.686268641,3.996883198,4.675864738,3.670530269,3.89690242,2.755349291,2.770414447,2.159733051,0.089431401,-1.106353895,-1.862942047,-2.742219965,-4.372230636,-4.95167288,-4.002426216,-4.016125811,-3.811655134,-4.356292869,3.728601495,3.356576769,1.823326594,1.254663234,0.303634102,-1.281142611,-0.105523797,-1.26077652,-1.041240687,-2.196559818
40,1,1,25,Massachusetts,6547629,6547788,6566440,6614218,6664269,6715158,6764864,6797484,6827280,6863560,6885720,6894883,6893574,18652,47778,50051,50889,49706,32620,29796,36280,22160,9163,-1309,18641,73187,72228,72160,71952,71930,71345,70774,70453,68720,68502,12304,53996,52396,54782,54729,57488,55985,58151,58914,59297,63072,6337,19191,19832,17378,17223,14442,15360,12623,11539,9423,5430,9025,34360,38843,37447,44485,40816,44834,48583,37740,30022,25247,3545,-5601,-7714,-3074,-10847,-22139,-30252,-24724,-27035,-30338,-32164,12570,28759,31129,34373,33638,18677,14582,23859,10705,-316,-6917,-255,-172,-910,-862,-1155,-499,-146,-202,-84,56,178,11.1052119,10.87895029,10.78671007,10.6753535,10.60730782,10.47284195,10.33888352,10.24824573,9.973438753,9.936137162,8.193217668,7.891862981,8.188990455,8.120016421,8.477588099,8.218123998,8.494876867,8.569757835,8.605864344,9.14852184,2.911994227,2.987087309,2.597719618,2.555337076,2.129719721,2.254717953,1.84400665,1.678487892,1.367574409,0.787615322,5.213700257,5.850515951,5.597698616,6.600137596,6.019016766,6.581251609,7.09715401,5.489742008,4.357138799,3.662048625,-0.849881698,-1.161879362,-0.459511457,-1.609344554,-3.264773917,-4.440737469,-3.611757935,-3.93256956,-4.403000362,-4.665351605,4.363818559,4.688636589,5.138187159,4.990793042,2.754242849,2.14051414,3.485396075,1.557172448,-0.045861564,-1.00330298
40,2,3,26,Michigan,9883640,9884112,9877597,9883053,9898289,9914802,9932033,9934483,9954117,9976752,9987286,9984795,9966555,-6515,5456,15236,16513,17231,2450,19634,22635,10534,-2491,-18240,29099,113968,113055,113013,114514,113815,113522,112243,111032,109251,108474,22115,89827,89045,92319,91841,96306,94757,97489,98542,97215,103445,6984,24141,24010,20694,22673,17509,18765,14754,12490,12036,5029,4691,22175,24499,23793,23685,21766,28244,21372,14012,9228,7753,-18665,-40909,-32995,-28223,-28543,-36375,-27108,-13174,-15834,-23878,-31206,-13974,-18734,-8496,-4430,-4858,-14609,1136,8198,-1822,-14650,-23453,475,49,-278,249,-584,-450,-267,-317,-134,123,184,11.53484324,11.43046817,11.40791207,11.53977448,11.4579728,11.41578593,11.26323192,11.12320063,10.94037221,10.87385064,9.091502557,9.002928113,9.318990157,9.254976927,9.695308428,9.528775278,9.782714442,9.871950755,9.735089699,10.36972435,2.44334068,2.427540053,2.088921915,2.284797551,1.762664375,1.887010649,1.480517483,1.251249872,1.205282514,0.504126287,2.244359371,2.476980581,2.401745392,2.386778547,2.191224672,2.840220026,2.144612962,1.403724036,0.924089983,0.777190516,-4.140450845,-3.335971847,-2.848924481,-2.876327636,-3.661940523,-2.725983729,-1.321969454,-1.58625224,-2.391137909,-3.128209369,-1.896091475,-0.858991266,-0.44717909,-0.489549089,-1.470715852,0.114236296,0.822643508,-0.182528204,-1.467047926,-2.351018853
